protein	contrast	estimate	pvalue
LARS2	LB-NL+ vs LB-NL-	0.0237717200022816	0.989469828802554
LASP1	LB-NL+ vs LB-NL-	0.0655348749517971	0.629775631634311
LCMT1	LB-NL+ vs LB-NL-	-0.00381803716553022	0.999532908695495
LCP1	LB-NL+ vs LB-NL-	0.0695199890540252	0.899763567164696
LDHA	LB-NL+ vs LB-NL-	-0.136564275281934	0.276798159793038
LDHB	LB-NL+ vs LB-NL-	0.112791811134399	0.0447105256868746
LDHD	LB-NL+ vs LB-NL-	0.0298803835937787	0.979804309181398
LETM1	LB-NL+ vs LB-NL-	0.00735779601445215	0.98940351964775
LGALS1	LB-NL+ vs LB-NL-	0.216717468776583	0.0868061940685934
LGALS3	LB-NL+ vs LB-NL-	0.379947504984286	0.170596605259198
LGALS3BP	LB-NL+ vs LB-NL-	-0.065160327312613	0.894510416619467
LGALSL	LB-NL+ vs LB-NL-	-0.0614613733475492	0.630629309273237
LGI1	LB-NL+ vs LB-NL-	-0.256773040217625	0.119452741972732
LGI3	LB-NL+ vs LB-NL-	0.17395323752289	0.463589667698552
LGI4	LB-NL+ vs LB-NL-	-0.0404256944913629	0.953881221965701
LHPP	LB-NL+ vs LB-NL-	0.251128507628717	0.0618686760240784
LIMCH1	LB-NL+ vs LB-NL-	-0.0111120968574068	0.995315602754918
LIMK1	LB-NL+ vs LB-NL-	-0.0461284950693891	0.955064349155142
LIMS1	LB-NL+ vs LB-NL-	0.350828685200562	0.000724370726082002
LIN7A	LB-NL+ vs LB-NL-	0.0566217074265733	0.840026430597403
LIN7B	LB-NL+ vs LB-NL-	-0.167524981551331	0.463521290999575
LIN7C	LB-NL+ vs LB-NL-	0.0575846140978488	0.885425468856977
LIPE	LB-NL+ vs LB-NL-	0.109178086216217	0.726944228815968
LLGL1	LB-NL+ vs LB-NL-	0.107851432433012	0.723997887242359
LMAN2	LB-NL+ vs LB-NL-	0.0851339614190321	0.71219621600197
LMNA	LB-NL+ vs LB-NL-	0.318856729803339	0.0112042784769688
LMNB2	LB-NL+ vs LB-NL-	0.241017798214255	0.0658875327916126
LNP	LB-NL+ vs LB-NL-	-0.162754726381932	0.0319970952480647
LONP1	LB-NL+ vs LB-NL-	0.0404129378547513	0.629319412149494
LPCAT1	LB-NL+ vs LB-NL-	-0.169119578946272	0.226617233408837
LPCAT4	LB-NL+ vs LB-NL-	-0.292340019238675	0.0208592962910877
LPGAT1	LB-NL+ vs LB-NL-	-0.223404909965387	0.186111966218791
LPHN1	LB-NL+ vs LB-NL-	-0.309577783630711	0.15538228636168
LPHN3	LB-NL+ vs LB-NL-	-0.140413741501825	0.651303971021992
LPP	LB-NL+ vs LB-NL-	0.141357759246805	0.639326907898582
LRG1	LB-NL+ vs LB-NL-	-0.0939801370359339	0.842058774050779
LRP1	LB-NL+ vs LB-NL-	0.119348031187605	0.324957055484824
LRPAP1	LB-NL+ vs LB-NL-	-0.0713382627848531	0.518019736686858
LRPPRC	LB-NL+ vs LB-NL-	-0.00377296015789333	0.999024654583949
LRRC40	LB-NL+ vs LB-NL-	0.0569642613214936	0.739088358927413
LRRC47	LB-NL+ vs LB-NL-	0.0713538424523083	0.614852969539582
LRRC57	LB-NL+ vs LB-NL-	-0.0458354871061661	0.862324254686184
LRRC59	LB-NL+ vs LB-NL-	-0.0104981457389998	0.983565782154463
LRRC8A	LB-NL+ vs LB-NL-	-0.15574306292075	0.526246171158965
LRSAM1	LB-NL+ vs LB-NL-	-0.0145106474140762	0.99301297566517
LSAMP	LB-NL+ vs LB-NL-	-0.051156171247841	0.748109492696784
LSM2	LB-NL+ vs LB-NL-	0.047211868021784	0.814358446161015
LSS	LB-NL+ vs LB-NL-	0.0428305442323396	0.908619786298255
LTA4H	LB-NL+ vs LB-NL-	0.00614614816092733	0.994796847145911
LTF	LB-NL+ vs LB-NL-	0.424186903158559	0.708581868469546
LUZP1	LB-NL+ vs LB-NL-	0.167553144227027	0.585628316504228
LY6H	LB-NL+ vs LB-NL-	0.0310153396243771	0.986501949435752
LYPLA1	LB-NL+ vs LB-NL-	-0.0614093425587703	0.571727701691174
LYPLA2	LB-NL+ vs LB-NL-	-0.0230506486612173	0.890487593116611
LYPLAL1	LB-NL+ vs LB-NL-	0.223869617373381	0.0336001238432003
LYRM4	LB-NL+ vs LB-NL-	-0.216403232285713	0.0115023078237628
LYZ	LB-NL+ vs LB-NL-	0.188504156826403	0.0764118049806639
LZIC	LB-NL+ vs LB-NL-	0.0368172731741785	0.940926647467867
LZTFL1	LB-NL+ vs LB-NL-	-0.0249764762020461	0.948842568642306
MACF1	LB-NL+ vs LB-NL-	0.125422838239621	0.0913053903815511
MACROD1	LB-NL+ vs LB-NL-	0.325004653676479	0.0657457855326222
MACROD2	LB-NL+ vs LB-NL-	-0.407424434438617	0.120307692963152
MADD	LB-NL+ vs LB-NL-	-0.140764011215238	0.21957013888313
MAG	LB-NL+ vs LB-NL-	0.112865232613424	0.765050882348724
MAGI2	LB-NL+ vs LB-NL-	0.081808514625474	0.8786298596066
MAN2C1	LB-NL+ vs LB-NL-	-0.00207341064803515	0.999810589045636
MANF	LB-NL+ vs LB-NL-	0.00756475615174398	0.998456255141717
MAOA	LB-NL+ vs LB-NL-	0.143000104301672	0.394358008502319
MAOB	LB-NL+ vs LB-NL-	0.0925118512925401	0.505113770539561
MAP1A	LB-NL+ vs LB-NL-	-0.0391144283767926	0.897217705398667
MAP1B	LB-NL+ vs LB-NL-	0.0399079775697608	0.887649122399723
MAP1LC3A	LB-NL+ vs LB-NL-	0.0124463059414408	0.992027441211085
MAP1LC3B	LB-NL+ vs LB-NL-	0.00140222234388866	0.999940580724487
MAP1S	LB-NL+ vs LB-NL-	-0.0696441707045198	0.78830037447731
MAP2	LB-NL+ vs LB-NL-	-0.175893753645875	0.630778197010768
MAP2K1	LB-NL+ vs LB-NL-	-0.220218299179676	0.117431141509557
MAP2K2	LB-NL+ vs LB-NL-	0.0142461124407643	0.984918620735773
MAP2K4	LB-NL+ vs LB-NL-	-0.0900751781571046	0.390194856074892
MAP2K6	LB-NL+ vs LB-NL-	0.134771883005492	0.845393403570811
MAP4	LB-NL+ vs LB-NL-	0.111895492937677	0.620333591620029
MAP4K4	LB-NL+ vs LB-NL-	-0.305252013068757	0.466383799090755
MAP6	LB-NL+ vs LB-NL-	-0.0773532235423383	0.710580067487987
MAP6D1	LB-NL+ vs LB-NL-	-0.0222277619309352	0.996142573680477
MAP7D1	LB-NL+ vs LB-NL-	-0.0691899960302947	0.887731149180922
MAP7D2	LB-NL+ vs LB-NL-	-0.0356927622142927	0.99030584058958
MAPK1	LB-NL+ vs LB-NL-	-0.00694007902595925	0.99641106553751
MAPK10	LB-NL+ vs LB-NL-	-0.115087195590072	0.230512766330727
MAPK15	LB-NL+ vs LB-NL-	0.0743121910065784	0.737274021633143
MAPK3	LB-NL+ vs LB-NL-	-0.00803936456616006	0.994947333468261
MAPK8IP3	LB-NL+ vs LB-NL-	-0.0946835916644836	0.399051940425007
MAPRE1	LB-NL+ vs LB-NL-	0.0554787411301521	0.680666543845856
MAPRE2	LB-NL+ vs LB-NL-	-0.0316919640490396	0.734740602710826
MAPRE3	LB-NL+ vs LB-NL-	-0.12794056580735	0.0998426242442795
MAPT	LB-NL+ vs LB-NL-	0.105538723020227	0.658232618453417
MARC2	LB-NL+ vs LB-NL-	0.132888681392307	0.267610248426554
MARCKS	LB-NL+ vs LB-NL-	0.155423126019399	0.316355132981418
MARCKSL1	LB-NL+ vs LB-NL-	-0.0827879837319697	0.871497858777387
MARK2	LB-NL+ vs LB-NL-	-0.0533685790918979	0.751497631379957
MARS	LB-NL+ vs LB-NL-	0.0532755670284334	0.882278075196875
MAST3	LB-NL+ vs LB-NL-	0.0118183516115949	0.998001917842037
MAT2A	LB-NL+ vs LB-NL-	-0.00334753506793284	0.997007672124722
MAT2B	LB-NL+ vs LB-NL-	0.0429047002390341	0.774927512407841
MATR3	LB-NL+ vs LB-NL-	0.0935550207520607	0.657658827307152
MBLAC2	LB-NL+ vs LB-NL-	-0.138498937476274	0.257120212714019
MBOAT7	LB-NL+ vs LB-NL-	-0.0140680021105826	0.991373110678228
MBP	LB-NL+ vs LB-NL-	0.111503337600092	0.812148640925639
MCAM	LB-NL+ vs LB-NL-	-0.0647623131566541	0.922385069272298
MCCC1	LB-NL+ vs LB-NL-	-0.000232428217367991	0.999994364778962
MCCC2	LB-NL+ vs LB-NL-	0.117588390920722	0.233447292414066
MCTS1	LB-NL+ vs LB-NL-	-0.0306034025028154	0.811835408203912
MDH1	LB-NL+ vs LB-NL-	-0.0789816074333007	0.407959286385371
MDH2	LB-NL+ vs LB-NL-	-0.0850382966746323	0.251145330701624
ME1	LB-NL+ vs LB-NL-	0.0721550721258098	0.810142796724381
ME2	LB-NL+ vs LB-NL-	0.0332683455507787	0.889389509769026
ME3	LB-NL+ vs LB-NL-	-0.230447080457195	0.226202013698097
MECP2	LB-NL+ vs LB-NL-	0.0361742650163604	0.948238321900584
MECR	LB-NL+ vs LB-NL-	-0.202067141851644	0.0556446940699501
METAP2	LB-NL+ vs LB-NL-	0.130017378453332	0.473042694250519
METTL7A	LB-NL+ vs LB-NL-	0.221945172108433	0.00517920341141997
MFF	LB-NL+ vs LB-NL-	-0.112942031753966	0.320326532393302
MFN1	LB-NL+ vs LB-NL-	0.47589460591964	0.539677466462293
MFN2	LB-NL+ vs LB-NL-	-0.0261518877215813	0.929968434917373
MFSD6	LB-NL+ vs LB-NL-	0.000840704783777985	0.999967183408738
MGEA5	LB-NL+ vs LB-NL-	0.0562629850432168	0.794342546876318
MGLL	LB-NL+ vs LB-NL-	-0.190387458346768	0.242553038647155
MGST1	LB-NL+ vs LB-NL-	0.243624935701345	0.344340124067647
MGST3	LB-NL+ vs LB-NL-	0.109177305291785	0.744688631982289
MICU3	LB-NL+ vs LB-NL-	-0.0510407929428642	0.913387940857184
MIEN1	LB-NL+ vs LB-NL-	-0.0226246027804233	0.987922268543674
MIF	LB-NL+ vs LB-NL-	-0.113173309385014	0.50652172987883
MINK1	LB-NL+ vs LB-NL-	-0.23677213637738	0.142290392803014
MINOS1	LB-NL+ vs LB-NL-	0.104752438364823	0.716025080598763
MLC1	LB-NL+ vs LB-NL-	0.197577081538875	0.548929795701425
MLEC	LB-NL+ vs LB-NL-	-0.00607726970209187	0.996514091334426
MLF2	LB-NL+ vs LB-NL-	0.25650446588564	0.183466185930577
MLLT4	LB-NL+ vs LB-NL-	0.0188479677119144	0.98291448647882
MMAA	LB-NL+ vs LB-NL-	-0.0686852199095702	0.906654696604142
MMAB	LB-NL+ vs LB-NL-	-0.0809674371387837	0.904546082979596
MME	LB-NL+ vs LB-NL-	0.0424492004844686	0.955846974661765
MMGT1	LB-NL+ vs LB-NL-	-0.0544379629569016	0.96030800687527
MMS19	LB-NL+ vs LB-NL-	0.0210030440846141	0.978714153691106
MOB1A	LB-NL+ vs LB-NL-	0.244219339776023	0.0544973155283257
MOBP	LB-NL+ vs LB-NL-	-0.0569574078308909	0.970651100898684
MOCS1	LB-NL+ vs LB-NL-	-0.0468404487514155	0.887138617556068
MOG	LB-NL+ vs LB-NL-	0.159754158974489	0.60107479189535
MOGS	LB-NL+ vs LB-NL-	0.218741251912963	0.315437188178868
MPC1	LB-NL+ vs LB-NL-	-0.131191354632705	0.866518638746866
MPC2	LB-NL+ vs LB-NL-	0.0447696629144957	0.847902357507544
MPI	LB-NL+ vs LB-NL-	0.0462288271130412	0.803201639504768
MPP1	LB-NL+ vs LB-NL-	-0.00104359860566228	0.999961019312035
MPP2	LB-NL+ vs LB-NL-	0.0594302500856674	0.768387770599613
MPP6	LB-NL+ vs LB-NL-	0.0151913022805523	0.996300452147394
MPST	LB-NL+ vs LB-NL-	-0.046753837461334	0.93050844878557
MPV17	LB-NL+ vs LB-NL-	-0.17795850026864	0.289932931633443
MRAS	LB-NL+ vs LB-NL-	0.0724150684641534	0.576418444088295
MRI1	LB-NL+ vs LB-NL-	0.212508675719955	0.205874881068939
MROH1	LB-NL+ vs LB-NL-	0.111655022121149	0.348492442667145
MRPL12	LB-NL+ vs LB-NL-	-0.0819979295168392	0.85422982184657
MRPL44	LB-NL+ vs LB-NL-	0.0372915352339901	0.901103936724271
MRPL47	LB-NL+ vs LB-NL-	0.0179971209995977	0.989889533750232
MRPL53	LB-NL+ vs LB-NL-	0.103940796927771	0.644817247737157
MRPS27	LB-NL+ vs LB-NL-	0.185112387274709	0.510097630670273
MRPS36	LB-NL+ vs LB-NL-	0.092538366122269	0.408531233584384
MSN	LB-NL+ vs LB-NL-	0.0851485783799599	0.659875108571059
MT-ATP6	LB-NL+ vs LB-NL-	-0.211506080333285	0.330693383904188
MT-ATP8	LB-NL+ vs LB-NL-	0.0358382709353304	0.956068991785181
MT-CO1	LB-NL+ vs LB-NL-	-0.0105631608677648	0.997490696292634
MT-CO2	LB-NL+ vs LB-NL-	-0.0212292668310527	0.963630095313474
MT-CO3	LB-NL+ vs LB-NL-	0.134114151815315	0.574420887632516
MT-ND1	LB-NL+ vs LB-NL-	-0.0256512272867033	0.993090758940334
MT-ND4	LB-NL+ vs LB-NL-	0.324949920521341	0.165776623289608
MT3	LB-NL+ vs LB-NL-	0.32179294632874	0.303042465011786
MTAP	LB-NL+ vs LB-NL-	0.184104815118152	0.0241151274428352
MTCH1	LB-NL+ vs LB-NL-	0.0503977914450038	0.932569925828348
MTCH2	LB-NL+ vs LB-NL-	-0.0726366604742186	0.731919553018969
MTFR1L	LB-NL+ vs LB-NL-	-0.363627470137485	0.0230023367861325
MTHFD1	LB-NL+ vs LB-NL-	-0.143863096800422	0.403072677004772
MTM1	LB-NL+ vs LB-NL-	-0.00500388367285631	0.999126665221015
MTMR10	LB-NL+ vs LB-NL-	0.388370917736777	0.0643601599675317
MTMR12	LB-NL+ vs LB-NL-	-0.188236144082139	0.175451208491414
MTMR2	LB-NL+ vs LB-NL-	-0.000946364171803507	0.999913789332947
MTMR9	LB-NL+ vs LB-NL-	0.0764592278719216	0.677072583364698
MTOR	LB-NL+ vs LB-NL-	0.123539320552267	0.333363102326649
MTPN	LB-NL+ vs LB-NL-	-0.0991107031660474	0.516926049795913
MTSS1L	LB-NL+ vs LB-NL-	0.0450929080966651	0.916280335734829
MTURN	LB-NL+ vs LB-NL-	0.187831192503068	0.24568694934106
MTX1	LB-NL+ vs LB-NL-	0.0270447318371058	0.954017771614672
MTX2	LB-NL+ vs LB-NL-	0.0206897790704206	0.936922718136184
MTX3	LB-NL+ vs LB-NL-	0.145478264823511	0.403863833951884
MUT	LB-NL+ vs LB-NL-	-0.0401195375129185	0.860870541314792
MVP	LB-NL+ vs LB-NL-	0.142032656536449	0.645313713676848
MX1	LB-NL+ vs LB-NL-	-0.391809161369098	0.673507988170471
MXRA7	LB-NL+ vs LB-NL-	-0.27425388104303	0.164815567413771
MYCBP2	LB-NL+ vs LB-NL-	-0.290920731796177	0.112455747267183
MYDGF	LB-NL+ vs LB-NL-	-0.118244350442915	0.251561480529644
MYH10	LB-NL+ vs LB-NL-	-0.130403463707325	0.190559205976989
MYH11	LB-NL+ vs LB-NL-	-0.531315045722218	0.518903785609245
MYH14	LB-NL+ vs LB-NL-	0.137329877059401	0.228742351702379
MYH9	LB-NL+ vs LB-NL-	0.0636021838465791	0.608161930191911
MYL1	LB-NL+ vs LB-NL-	-0.122220776246174	0.765768771984513
MYL12A	LB-NL+ vs LB-NL-	-0.0533365735595936	0.852062443764575
MYL6	LB-NL+ vs LB-NL-	0.0440330604223352	0.83636920233802
MYL6B	LB-NL+ vs LB-NL-	-0.347533946976933	0.0448694935772731
MYL9	LB-NL+ vs LB-NL-	0.14797583268242	0.888235615363921
MYLK	LB-NL+ vs LB-NL-	0.023855141559139	0.979759193183414
MYO18A	LB-NL+ vs LB-NL-	0.0266207821283704	0.910883979395416
MYO1C	LB-NL+ vs LB-NL-	0.15625374437355	0.595502661488908
MYO1D	LB-NL+ vs LB-NL-	0.144213059127462	0.62497652691886
MYO5A	LB-NL+ vs LB-NL-	-0.0961865145292813	0.185622807449091
MYO6	LB-NL+ vs LB-NL-	0.190862751225605	0.0620882039523099
MYPN	LB-NL+ vs LB-NL-	0.132378150333723	0.77363158631819
NAA15	LB-NL+ vs LB-NL-	0.116045580821873	0.296161228276943
NACA	LB-NL+ vs LB-NL-	-0.0090584453477101	0.992225644126152
NACAD	LB-NL+ vs LB-NL-	-0.171356756274534	0.285837038571551
NADK2	LB-NL+ vs LB-NL-	0.10649592751664	0.197092313194237
NAE1	LB-NL+ vs LB-NL-	0.14106632939288	0.0765479844585893
NAGK	LB-NL+ vs LB-NL-	0.147094253546023	0.0896703502229095
NAMPT	LB-NL+ vs LB-NL-	0.132277597357771	0.715454910023998
NANS	LB-NL+ vs LB-NL-	0.08323742736035	0.201100230910064
NAP1L1	LB-NL+ vs LB-NL-	-0.0561211556606645	0.765079750188812
NAP1L4	LB-NL+ vs LB-NL-	-0.095660997812734	0.171394993589978
NAP1L5	LB-NL+ vs LB-NL-	-0.0388812513854907	0.954329853172834
NAPA	LB-NL+ vs LB-NL-	-0.109165094382062	0.077320261654782
NAPB	LB-NL+ vs LB-NL-	-0.141318621685204	0.0545663146432053
NAPEPLD	LB-NL+ vs LB-NL-	0.172272641459305	0.341106545419344
NAPG	LB-NL+ vs LB-NL-	-0.0864038456096208	0.192948890058247
NAPRT	LB-NL+ vs LB-NL-	-0.0986916452332499	0.856945727324225
NARS	LB-NL+ vs LB-NL-	0.127216508853344	0.261616549142113
NBAS	LB-NL+ vs LB-NL-	0.00196403033688111	0.999724314707842
NCAM1	LB-NL+ vs LB-NL-	0.06816914597263	0.397650372149759
NCAM2	LB-NL+ vs LB-NL-	0.112718744285032	0.428061348654578
NCAN	LB-NL+ vs LB-NL-	0.0736656843211831	0.951610922729962
NCDN	LB-NL+ vs LB-NL-	-0.31469571399093	0.0311131156760928
NCEH1	LB-NL+ vs LB-NL-	-0.121807523024619	0.605120060491169
NCKAP1	LB-NL+ vs LB-NL-	-0.153552362396532	0.17954620900729
NCKIPSD	LB-NL+ vs LB-NL-	0.0470153222201275	0.762728976357827
NCL	LB-NL+ vs LB-NL-	0.225628816691025	0.0856016238019508
NCOA7	LB-NL+ vs LB-NL-	-0.157399149927889	0.133221282276469
NCS1	LB-NL+ vs LB-NL-	-0.0333114434243384	0.967354098455718
NCSTN	LB-NL+ vs LB-NL-	-0.0342920687950399	0.958694301677692
NDRG1	LB-NL+ vs LB-NL-	0.244788892428992	0.179366059647172
NDRG2	LB-NL+ vs LB-NL-	0.064333405720345	0.676694029551436
NDRG3	LB-NL+ vs LB-NL-	0.155039066591129	0.185086403825041
NDRG4	LB-NL+ vs LB-NL-	-0.088506461126352	0.444746690736137
NDUFA1	LB-NL+ vs LB-NL-	-0.20886170464636	0.224043317744948
NDUFA10	LB-NL+ vs LB-NL-	-0.0118694928591784	0.980156408450096
NDUFA11	LB-NL+ vs LB-NL-	0.0074001224920634	0.99628932889989
NDUFA12	LB-NL+ vs LB-NL-	-0.045000702218022	0.892217216446852
NDUFA13	LB-NL+ vs LB-NL-	-0.0794097474135032	0.450477089776222
NDUFA2	LB-NL+ vs LB-NL-	-0.0493009023829658	0.814719689422378
NDUFA4	LB-NL+ vs LB-NL-	0.0145050474823451	0.982712843301392
NDUFA5	LB-NL+ vs LB-NL-	-0.0157940991273547	0.972547576165244
NDUFA6	LB-NL+ vs LB-NL-	-0.011116952608771	0.990231863502824
NDUFA7	LB-NL+ vs LB-NL-	0.0546382686284001	0.83334460538449
NDUFA8	LB-NL+ vs LB-NL-	0.00424842517947104	0.998150972239699
NDUFA9	LB-NL+ vs LB-NL-	0.00271380322632344	0.998908584747379
NDUFAB1	LB-NL+ vs LB-NL-	0.0272683389882285	0.970248169665546
NDUFAF2	LB-NL+ vs LB-NL-	-0.0213534322111705	0.966086829047069
NDUFAF4	LB-NL+ vs LB-NL-	-0.00635813562326339	0.99545876820951
NDUFB1	LB-NL+ vs LB-NL-	-0.0503815442390604	0.963159667470032
NDUFB10	LB-NL+ vs LB-NL-	0.0354165399828081	0.868137204431927
NDUFB11	LB-NL+ vs LB-NL-	0.0342492466771375	0.875513815872489
NDUFB2	LB-NL+ vs LB-NL-	-0.149208531068943	0.217563574571207
NDUFB3	LB-NL+ vs LB-NL-	-0.0320318150893772	0.932277164252257
NDUFB4	LB-NL+ vs LB-NL-	0.0161846148223992	0.963895412179345
NDUFB5	LB-NL+ vs LB-NL-	0.0766458204969361	0.692798331453202
NDUFB6	LB-NL+ vs LB-NL-	-0.102238438383761	0.42695854427747
NDUFB7	LB-NL+ vs LB-NL-	0.0161572094592096	0.974212861882088
NDUFB8	LB-NL+ vs LB-NL-	0.0314700391405943	0.918671635288374
NDUFB9	LB-NL+ vs LB-NL-	0.0360725269106184	0.865718351293816
NDUFC2	LB-NL+ vs LB-NL-	0.00117771044548151	0.99987900814093
NDUFS1	LB-NL+ vs LB-NL-	-0.00315399996525506	0.99828415361911
NDUFS2	LB-NL+ vs LB-NL-	-0.0285178957163855	0.879550779089581
NDUFS3	LB-NL+ vs LB-NL-	0.0240514906415576	0.884237728877411
NDUFS4	LB-NL+ vs LB-NL-	-0.0676042234941602	0.683012371134486
NDUFS5	LB-NL+ vs LB-NL-	-0.00132386889925584	0.999751832878158
NDUFS6	LB-NL+ vs LB-NL-	0.0755182889870924	0.575516957747271
NDUFS7	LB-NL+ vs LB-NL-	0.0220265313848605	0.972908405635679
NDUFS8	LB-NL+ vs LB-NL-	-0.0363220496547461	0.849106208742237
NDUFV1	LB-NL+ vs LB-NL-	-0.0257434706092583	0.915799785731224
NDUFV2	LB-NL+ vs LB-NL-	0.000430900842616985	0.999968105381657
NDUFV3	LB-NL+ vs LB-NL-	-0.0380246110018185	0.945108833454713
NEBL	LB-NL+ vs LB-NL-	-0.0741076147581939	0.870268015496455
NECAB1	LB-NL+ vs LB-NL-	-0.26159831493006	0.129600085234505
NECAB2	LB-NL+ vs LB-NL-	-0.505079956268582	0.122863358216523
NECAP1	LB-NL+ vs LB-NL-	-0.15489847211239	0.383822821593204
NEDD8	LB-NL+ vs LB-NL-	-0.0599275216743868	0.90739312323368
NEFH	LB-NL+ vs LB-NL-	0.0864879817379947	0.838920218670425
NEFL	LB-NL+ vs LB-NL-	0.0571368807136931	0.882596925902225
NEFM	LB-NL+ vs LB-NL-	0.0678787564147249	0.854747658851048
NEGR1	LB-NL+ vs LB-NL-	-0.10423925759706	0.468008749694431
NELL2	LB-NL+ vs LB-NL-	-0.135344082222551	0.356236569808504
NENF	LB-NL+ vs LB-NL-	-0.185045507231295	0.204052326085644
NEO1	LB-NL+ vs LB-NL-	0.0506326486948683	0.789692135270641
NES	LB-NL+ vs LB-NL-	-0.229779093762173	0.160376533235272
NF1	LB-NL+ vs LB-NL-	0.0846140049946677	0.741598531746254
NFASC	LB-NL+ vs LB-NL-	0.0472533849475304	0.621149373890016
NFS1	LB-NL+ vs LB-NL-	-0.065681502333377	0.622838765416443
NHP2L1	LB-NL+ vs LB-NL-	0.277512541823016	0.0512175928484963
NID1	LB-NL+ vs LB-NL-	0.152266947156194	0.412959911384138
NID2	LB-NL+ vs LB-NL-	0.22176242561372	0.220710904735176
NIF3L1	LB-NL+ vs LB-NL-	-0.0243713159043838	0.925009209209945
NINJ1	LB-NL+ vs LB-NL-	-0.116818065649093	0.751264177266219
NINJ2	LB-NL+ vs LB-NL-	0.0528577142054404	0.939832663903139
NIPSNAP1	LB-NL+ vs LB-NL-	-0.0714622274199891	0.585382909354347
NIPSNAP3A	LB-NL+ vs LB-NL-	0.0793915466819566	0.469763769069204
NIPSNAP3B	LB-NL+ vs LB-NL-	-0.0851956847239094	0.845779076774108
NISCH	LB-NL+ vs LB-NL-	-0.0120426424011306	0.989263499312459
NIT1	LB-NL+ vs LB-NL-	0.0566809655953686	0.677933764875191
NIT2	LB-NL+ vs LB-NL-	-0.125677066400272	0.408998612356663
NLN	LB-NL+ vs LB-NL-	-0.0554456880834051	0.766894480760219
NLRX1	LB-NL+ vs LB-NL-	0.0401255729679077	0.94350994363877
NME1	LB-NL+ vs LB-NL-	-0.0218106610988545	0.937565634595446
NME2	LB-NL+ vs LB-NL-	0.00881653204388936	0.991073755159808
NME3	LB-NL+ vs LB-NL-	0.0897684518930585	0.541280515215969
NMT1	LB-NL+ vs LB-NL-	0.0486636054010334	0.796733606656271
NNT	LB-NL+ vs LB-NL-	-0.0847391631167005	0.217671814037814
NOL3	LB-NL+ vs LB-NL-	0.20117133322203	0.312674524434873
NOLC1	LB-NL+ vs LB-NL-	0.00202698870378643	0.999912531007217
NOMO1	LB-NL+ vs LB-NL-	0.0548337191473301	0.894383771172525
NONO	LB-NL+ vs LB-NL-	0.189919485683795	0.27124074740789
NOP58	LB-NL+ vs LB-NL-	0.0444145615490998	0.914796430886581
NOS1	LB-NL+ vs LB-NL-	0.209259091834188	0.284461581746111
NOVA2	LB-NL+ vs LB-NL-	0.15408946268832	0.327405158951891
NPC1	LB-NL+ vs LB-NL-	0.138339306086479	0.550276316455111
NPC2	LB-NL+ vs LB-NL-	0.128914202526203	0.426340893441547
NPDC1	LB-NL+ vs LB-NL-	-0.216463372675278	0.320430212251005
NPEPPS	LB-NL+ vs LB-NL-	-0.0360102813404846	0.54771993038109
NPLOC4	LB-NL+ vs LB-NL-	-0.181837616422781	0.0101149178861484
NPM1	LB-NL+ vs LB-NL-	0.182950395416328	0.0278999254403092
NPTN	LB-NL+ vs LB-NL-	-0.213819674448066	0.0980821021106326
NPTX1	LB-NL+ vs LB-NL-	-0.24678992504446	0.357827578911226
NQO1	LB-NL+ vs LB-NL-	0.342700727896389	0.531785545248001
NQO2	LB-NL+ vs LB-NL-	0.286261296774357	0.285612046229833
NRBP1	LB-NL+ vs LB-NL-	-0.0831476388396791	0.308378335134393
NRBP2	LB-NL+ vs LB-NL-	0.204488876839388	0.158729873963134
NRCAM	LB-NL+ vs LB-NL-	0.124222504900088	0.213093073870244
NRGN	LB-NL+ vs LB-NL-	-0.677608135748893	0.22373619559478
NRXN1	LB-NL+ vs LB-NL-	0.0244684490546703	0.973028458358003
NRXN3	LB-NL+ vs LB-NL-	-0.28885019760618	0.0503567639194022
NSF	LB-NL+ vs LB-NL-	-0.128500246847044	0.164675234329078
NSFL1C	LB-NL+ vs LB-NL-	0.0414561621768334	0.752659355668811
NT5C	LB-NL+ vs LB-NL-	0.147095631952755	0.653830742934619
NT5C2	LB-NL+ vs LB-NL-	0.0721839500882484	0.693302366737347
NT5DC1	LB-NL+ vs LB-NL-	0.0439609259478927	0.934645128416271
NT5E	LB-NL+ vs LB-NL-	0.180542413474421	0.185190800911842
NTM	LB-NL+ vs LB-NL-	0.0220692722057292	0.961469219814618
NTMT1	LB-NL+ vs LB-NL-	0.0791576323570808	0.792831736193034
NTPCR	LB-NL+ vs LB-NL-	-0.0921704168066802	0.835377060757138
NTRK2	LB-NL+ vs LB-NL-	0.143137579525794	0.408602432197814
NTS	LB-NL+ vs LB-NL-	-0.16454525974852	0.313866433395157
NUCB1	LB-NL+ vs LB-NL-	-0.00364662743592523	0.999570054032328
NUCKS1	LB-NL+ vs LB-NL-	0.158299018684109	0.535696102217191
NUDC	LB-NL+ vs LB-NL-	-0.109965338201355	0.731344024904429
NUDCD2	LB-NL+ vs LB-NL-	0.175669018382224	0.00509219400424943
NUDCD3	LB-NL+ vs LB-NL-	-0.110150213496492	0.48526104677481
NUDT14	LB-NL+ vs LB-NL-	0.0706416625278345	0.909622820804414
NUDT2	LB-NL+ vs LB-NL-	0.064978577813077	0.736646930468561
NUDT3	LB-NL+ vs LB-NL-	-0.0105379024236338	0.987703063935256
